date,nav,benchmark_nav
2022-05-25,17609.3296,12814.9032
2022-05-26,18040.8806,13070.9631
2022-05-27,18442.0350,13391.8451
2022-05-31,18305.3940,13316.7005
2022-06-01,18189.1885,13208.9879
2022-06-02,18593.8968,13460.5340
2022-06-03,18312.9930,13239.6257
2022-06-06,18436.7309,13279.9369
2022-06-07,18708.2354,13407.3220
2022-06-08,18303.7936,13261.5541
2022-06-09,17946.6570,12946.1542
2022-06-10,17503.8071,12570.7748
2022-06-13,16852.0087,12093.4852
2022-06-14,16956.5985,12057.0450
2022-06-15,17110.2806,12228.9317
2022-06-16,16364.1757,11824.2052
2022-06-17,16315.9724,11849.6916
2022-06-21,16568.0596,12147.9930
2022-06-22,16449.0445,12125.9679
2022-06-23,16636.4169,12244.8351
2022-06-24,17224.7016,12634.1460
2022-06-27,17267.6464,12585.8887
2022-06-28,17073.5333,12328.7222
2022-06-29,16836.8097,12318.6806
2022-06-30,16814.0185,12218.6009
2022-07-01,16747.4076,12347.8311
2022-07-05,16737.4334,12371.1510
2022-07-06,16600.5246,12412.9318
2022-07-07,17001.4604,12598.8436
2022-07-08,16791.0417,12588.4785
2022-07-11,16602.5774,12444.6741
2022-07-12,16666.4522,12334.5496
2022-07-13,16685.4033,12269.7733
2022-07-14,16596.9720,12239.9760
2022-07-15,16809.0907,12473.8215
2022-07-18,16850.3096,12370.8276
2022-07-19,17632.7295,12705.0772
2022-07-20,17923.3226,12786.0481
2022-07-21,18009.8754,12916.2528
2022-07-22,17769.1212,12796.4132
2022-07-25,17781.8916,12811.9609
2022-07-26,17693.7184,12660.3822
2022-07-27,18080.9827,12989.1259
2022-07-28,18481.8497,13152.0380
2022-07-29,18808.4469,13343.7803
2022-08-01,18896.3296,13304.2657
2022-08-02,18613.8307,13216.4929
2022-08-03,18783.4106,13423.4573
2022-08-04,18775.1730,13414.3892
2022-08-05,18754.6403,13391.7151
2022-08-08,18875.9154,13376.1695
2022-08-09,18412.1602,13323.0531
2022-08-10,18846.6148,13602.8865
2022-08-11,18993.5510,13602.8865
2022-08-12,19348.4665,13833.1708
2022-08-15,19334.2800,13890.1769
2022-08-16,19464.5786,13917.3846
2022-08-17,19109.3076,13818.5956
2022-08-18,19358.2806,13858.7581
2022-08-19,18922.0077,13672.5260
2022-08-22,18501.5310,13387.8305
2022-08-23,18562.4190,13355.4413
2022-08-24,18513.6270,13398.1914
2022-08-25,18837.5142,13587.3440
2022-08-26,18145.6883,13127.4263
2022-08-29,17917.8492,13040.6249
2022-08-30,17627.5389,12897.4664
2022-08-31,17400.1676,12799.3275
2022-09-01,17164.6180,12839.4910
2022-09-02,17077.2956,12704.1048
2022-09-06,16915.0119,12656.1711
2022-09-07,17192.1231,12883.5381
2022-09-08,17218.8757,12967.7477
2022-09-09,17571.7201,13169.2050
2022-09-12,17825.7027,13310.7463
2022-09-13,16995.6709,12731.9604
2022-09-14,16950.2263,12780.5421
2022-09-15,16862.4735,12635.4429
2022-09-16,16777.5889,12539.0481
2022-09-19,17100.1808,12636.2885
2022-09-20,16843.7188,12491.2412
2022-09-21,16682.9548,12273.3459
2022-09-22,16345.2474,12170.2522
2022-09-23,15974.6157,11966.3403
2022-09-26,15834.5251,11847.9620
2022-09-27,15950.1960,11817.7184
2022-09-28,16357.0463,12050.2472
2022-09-29,15992.3003,11798.5306
2022-09-30,15742.2332,11616.0832
2022-10-03,16140.8505,11922.7623
2022-10-04,16577.2212,12292.2093
2022-10-05,16422.6447,12263.5903
2022-10-06,16150.5087,12137.0798
2022-10-07,15689.3939,11798.5306
2022-10-10,15713.4481,11708.4458
2022-10-11,15574.1505,11634.2955
2022-10-12,15545.5932,11595.9188
2022-10-13,15892.8555,11901.9478
2022-10-14,15517.9112,11630.7177
2022-10-17,15832.1301,11929.5923
2022-10-18,16113.1414,12069.7596
2022-10-19,15967.5977,11984.2281
2022-10-20,15903.3278,11883.7376
2022-10-21,16294.2065,12172.5288
2022-10-24,16387.8929,12321.4773
2022-10-25,16641.0403,12518.2336
2022-10-26,16653.7348,12423.9199
2022-10-27,16682.1596,12357.5763
2022-10-28,17043.6717,12651.5720
2022-10-31,16950.6467,12560.1840
2022-11-01,17179.6036,12505.2247
2022-11-02,16677.5086,12191.3901
2022-11-03,16567.2351,12065.8573
2022-11-04,17259.2079,12239.5246
2022-11-07,17458.8220,12356.6018
2022-11-08,17586.0334,12423.2699
2022-11-09,17283.7358,12167.3265
2022-11-10,18350.1888,12835.9694
2022-11-11,18618.1996,12960.2042
2022-11-14,18428.2536,12849.9549
2022-11-15,18622.8207,12959.5521
2022-11-16,18285.3286,12860.6851
2022-11-17,18230.9851,12821.3338
2022-11-18,18241.4283,12879.5485
2022-11-21,18192.5840,12832.7172
2022-11-22,18518.0524,13005.4068
2022-11-23,18574.0875,13087.3616
2022-11-25,18612.4282,13084.4369
2022-11-28,18205.4322,12875.6462
2022-11-29,18230.8588,12853.5317
2022-11-30,18681.7935,13258.4256
2022-12-01,18937.4203,13248.6720
2022-12-02,18887.6584,13233.3843
2022-12-05,18525.7387,12995.3256
2022-12-06,18365.6528,12808.0004
2022-12-07,18329.6793,12786.2125
2022-12-08,18544.9454,12886.3774
2022-12-09,18413.0553,12790.1137
2022-12-12,18563.3720,12974.5132
2022-12-13,18700.8838,13072.7281
2022-12-14,18516.2771,12989.1467
2022-12-15,17964.1799,12671.4109
2022-12-16,17835.3807,12521.8103
2022-12-19,17738.0292,12415.6297
2022-12-20,17802.4952,12432.6189
2022-12-21,18029.2519,12618.5161
2022-12-22,17598.3999,12438.4993
2022-12-23,17716.2389,12510.0484
2022-12-27,17670.2961,12460.7148
2022-12-28,17311.6913,12305.8547
2022-12-29,17662.5008,12527.3652
2022-12-30,17550.0695,12494.3676
2023-01-03,17652.8204,12441.7672
2023-01-04,18046.7158,12537.8177
2023-01-05,17651.4241,12394.7206
2023-01-06,18285.8695,12678.9585
2023-01-09,18424.1118,12671.7697
2023-01-10,18728.3614,12760.6366
2023-01-11,18939.4766,12922.0292
2023-01-12,19030.2024,12969.0748
2023-01-13,19063.7098,13019.3902
2023-01-17,19074.4388,12995.5399
2023-01-18,18747.7559,12790.3654
2023-01-19,18535.4052,12697.2550
2023-01-20,18847.8014,12933.7932
2023-01-23,19194.5432,13088.9788
2023-01-24,19271.8800,13074.9299
2023-01-25,19303.4911,13079.8316
2023-01-26,19410.7104,13223.5819
2023-01-27,19438.0275,13253.9690
2023-01-30,19185.8038,13087.6715
2023-01-31,19466.7393,13280.1054
2023-02-01,19974.5289,13421.2420
2023-02-02,20350.6342,13616.6151
2023-02-03,20143.2634,13471.8820
2023-02-06,19933.5098,13389.5528
2023-02-07,20205.7891,13564.6689
2023-02-08,19943.6703,13416.3424
2023-02-09,19629.8707,13300.0327
2023-02-10,19376.4525,13331.0719
2023-02-13,19584.4545,13487.5638
2023-02-14,19611.1095,13481.3568
2023-02-15,19633.0838,13525.1356
2023-02-16,19483.7801,13338.9108
2023-02-17,19510.1917,13305.5887
2023-02-21,19037.9543,13038.6655
2023-02-22,19091.5602,13020.6976
2023-02-23,19496.1502,13089.9586
2023-02-24,19345.7590,12950.1282
2023-02-27,19380.0412,12994.2325
2023-02-28,19281.9406,12946.2083
2023-03-01,19299.8437,12896.5449
2023-03-02,19380.0130,12996.8462
2023-03-03,19520.9881,13205.2854
2023-03-06,19234.3356,13214.4347
2023-03-07,18976.5643,13011.8728
2023-03-08,19154.2924,13033.1116
2023-03-09,18737.2712,12792.6514
2023-03-10,18317.0609,12608.0626
2023-03-13,18235.6471,12590.0926
2023-03-14,18530.8832,12798.2032
2023-03-15,18356.1023,12718.1621
2023-03-16,18719.5679,12941.3055
2023-03-17,18527.4775,12789.9878
2023-03-20,18717.9043,12912.9683
2023-03-21,18916.2903,13082.5243
2023-03-22,18728.5608,12859.5130
2023-03-23,18801.2803,12894.2766
2023-03-24,18763.9886,12978.8876
2023-03-27,18842.8668,13003.1572
2023-03-28,18833.0699,12973.9713
2023-03-29,19139.0795,13162.5456
2023-03-30,19231.1357,13239.6163
2023-03-31,19336.1039,13426.2218
2023-04-03,19438.0860,13477.3849
2023-04-04,18945.4737,13402.6096
2023-04-05,18801.5015,13367.5194
2023-04-06,18644.9452,13419.6632
2023-04-10,19092.3319,13433.4376
2023-04-11,19350.6877,13437.0456
2023-04-12,19270.6409,13382.2766
2023-04-13,19418.5793,13560.0271
2023-04-14,19441.3124,13526.9078
2023-04-17,19409.9021,13575.4417
2023-04-18,19419.4815,13584.2977
2023-04-19,19293.9757,13582.0023
2023-04-20,19236.1211,13507.8874
2023-04-21,19106.4298,13518.3784
2023-04-24,19124.6501,13532.4814
2023-04-25,18676.2543,13317.6688
2023-04-26,18641.1838,13261.2608
2023-04-27,18847.7540,13525.2656
2023-04-28,19156.3677,13640.7057
2023-05-01,19182.8680,13626.9313
2023-05-02,19027.4221,13473.7780
2023-05-03,19269.9843,13381.2917
2023-05-04,18988.5532,13286.5142
2023-05-05,19445.5361,13532.4814
2023-05-08,19411.7440,13536.0883
2023-05-09,19272.8073,13476.7276
2023-05-10,19158.2701,13539.6963
2023-05-11,19175.9320,13516.0840
2023-05-12,18997.6676,13498.3720
2023-05-15,19193.6031,13544.9423
2023-05-16,19140.9590,13454.4269
2023-05-17,19653.7796,13617.7508
2023-05-18,20083.7261,13748.9332
2023-05-19,19928.0197,13728.9268
2023-05-22,20058.3374,13734.5015
2023-05-23,19978.1573,13580.3621
2023-05-24,19831.8421,13481.9757
2023-05-25,20423.0490,13598.7284
2023-05-26,20816.2728,13774.8397
2023-05-30,20844.1998,13780.0878
2023-05-31,20401.4911,13703.6744
2023-06-01,20613.0575,13833.8729
2023-06-02,21057.8838,14033.9262
2023-06-05,20813.8103,14007.0347
